month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2019-03-29,2019-04-01,CGAS5,1,0.75,liquidity_slump,21,0,2835584.0,5917732.0,0
